"fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","tartness","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
7.8,0.16,0.41,1.7,0.026,9.19972089647571,29,140,0.991,3.02,0.78,12.5,5.84
7.7,0.27,0.34,1.8,0.028,8.85922895443977,26,168,0.9911,2.99,0.48,12.1,7.07
7.4,0.31,0.74,10.7,0.039,9.91809970908229,51,147,0.9977,3.02,0.43,8.7,5.21
7.7,0.27,0.34,1.8,0.028,9.84756816379513,26,168,0.9911,2.99,0.48,12.1,7.02
7.8,0.16,0.41,1.7,0.026,9.69602304453534,29,140,0.991,3.02,0.78,12.5,5.99
6.6,0.16,0.29,1.8,0.05,9.82529373538682,40,147,0.9912,3.06,0.44,11.4,7.02
8.3,0.21,0.4,1.6,0.032,9.888104026526,35,110,0.9907,3.02,0.6,12.9,7.11
7.2,0.32,0.33,1.4,0.029,10.1974910331663,29,109,0.9902,3.15,0.51,12.8,7.15
6.6,0.16,0.3,1.6,0.034,8.91120650308652,15,78,0.992,3.38,0.44,11.2,6.04
8.4,0.16,0.33,1.5,0.033,9.16911658486758,16,98,0.994,3.14,0.42,9.7,6.11
6.9,0.39,0.22,4.3,0.03,9.08070510655027,10,102,0.993,3,0.87,11.6,4.12
6.9,0.41,0.22,4.2,0.031,10.3454951427355,10,102,0.993,3,0.86,11.6,4.36
7.5,0.23,0.32,9.2,0.038,9.94047616351114,54,191,0.9966,3.04,0.56,9.7,5.99
7.5,0.38,0.33,5,0.045,10.8816725427901,30,131,0.9942,3.32,0.44,10.9,5.93
7.3,0.34,0.39,5.2,0.04,10.3991049162571,45,163,0.9925,3.3,0.47,12.4,5.96
7.8,0.23,0.28,4.75,0.042,9.58456673547036,45,166,0.9928,2.96,0.4,11.5,5.06
9,0.245,0.38,5.9,0.045,9.98134285776109,52,159,0.995,2.93,0.35,10.2,6.03
7.4,0.19,0.42,6.4,0.067,10.1711326008808,39,212,0.9958,3.3,0.33,9.6,5.9
8.2,0.2,0.36,8.1,0.035,11.3894989236599,60,163,0.9952,3.05,0.3,10.3,5.88
8,0.59,0.71,17.35,0.038,9.70577192928783,61,228,1,2.95,0.75,9.3,5.16
6.8,0.24,0.4,1.8,0.047,10.5529439940469,34,105,0.99,3.13,0.49,12.8,7.91
9.7,0.14,0.59,1.5,0.049,10.1325342630732,23,142,0.9958,2.98,0.62,9.5,4.89
9.4,0.17,0.55,1.6,0.049,10.2334723057748,14,94,0.9949,3.02,0.61,10.3,6.06
5.2,0.365,0.08,13.5,0.041,8.11342561081845,37,142,0.997,3.46,0.39,9.9,5.95
9.6,0.25,0.54,1.3,0.04,10.2747658097779,16,160,0.9938,2.94,0.43,10.5,5.02
9.2,0.32,0.42,1.3,0.046,10.3681882206379,14,186,0.9949,3.08,0.48,9.6,5.02
6.4,0.31,0.4,6.2,0.04,8.87129264692762,46,169,0.9953,3.15,0.46,9.3,6
8.1,0.2,0.36,9.7,0.044,12.2717813808445,63,162,0.997,3.1,0.46,10,5.97
7.9,0.255,0.26,2,0.026,9.9251914948671,40,190,0.9932,3.04,0.39,11.2,5.98
7,0.15,0.34,1.4,0.039,10.0880850525863,21,177,0.9927,3.32,0.62,10.8,5.12
6.4,0.15,0.31,1.1,0.044,10.720611566316,25,96,0.9932,3.54,0.51,10.3,5.87
6.4,0.25,0.53,6.6,0.038,9.84544643264472,59,234,0.9955,3.03,0.42,8.8,5.11
7.6,0.19,0.42,1.5,0.044,11.089614861079,6,114,0.9914,3.04,0.74,12.8,5.96
7.3,0.43,0.37,4.6,0.028,9.32996109548042,17,114,0.991,3.23,0.43,13.2,6.07
6.2,0.2,0.26,1.7,0.093,9.01679759630659,40,161,0.9924,3.44,0.66,11,4.87
6.9,0.16,0.35,1.3,0.043,10.3639525411553,21,182,0.9927,3.25,0.62,10.8,6.03
7.7,0.32,0.48,2.3,0.04,9.95609699461398,28,114,0.9911,3.2,0.52,12.8,6.94
6.8,0.26,0.33,1.5,0.047,10.1587576656549,44,167,0.9928,3.12,0.44,10.5,5.92
5.2,0.37,0.33,1.2,0.028,7.64690854333188,13,81,0.9902,3.37,0.38,11.7,5.82
8.4,0.19,0.43,2.1,0.052,8.68067827885668,20,104,0.994,2.85,0.46,9.5,4.91
8.3,0.21,0.41,2.2,0.05,10.1231512892583,24,108,0.994,2.85,0.45,9.5,4.94
7.9,0.16,0.64,17,0.05,9.02377319856024,69,210,1.0004,3.15,0.51,9.3,6.98
7.8,0.21,0.39,1.8,0.034,10.6356765529805,62,180,0.991,3.09,0.75,12.6,7.94
9,0.24,0.5,1.2,0.048,10.3258206708321,26,107,0.9918,3.21,0.34,12.4,5.96
5.7,0.21,0.24,2.3,0.047,9.13388231231052,60,189,0.995,3.65,0.72,10.1,6.03
7.8,0.29,0.36,7,0.042,8.02260901456624,38,161,0.9941,3.26,0.37,11.2,7.88
6.7,0.18,0.3,6.4,0.048,8.12740908018871,40,251,0.9956,3.29,0.52,10,5.08
6.7,0.18,0.3,6.4,0.048,10.5546737359078,40,251,0.9956,3.29,0.52,10,5
7.2,0.16,0.32,0.8,0.04,6.54068128214649,50,121,0.9922,3.27,0.33,10,5.8
7.6,0.54,0.23,2,0.029,10.2860300008535,13,151,0.9931,3.04,0.33,10.4,4.97
8.4,0.58,0.27,12.15,0.033,11.2342400738433,37,116,0.9959,2.99,0.39,10.8,5.94
6.6,0.25,0.31,12.4,0.059,10.8007647400851,52,181,0.9984,3.51,0.47,9.8,6.08
7.3,0.23,0.37,1.9,0.041,11.9307199350694,51,165,0.9908,3.26,0.4,12.2,8.14
7.3,0.39,0.37,1.1,0.043,9.17556547668332,36,113,0.991,3.39,0.48,12.7,8.12
8.2,0.35,0.4,6.3,0.039,10.4283406801344,35,162,0.9936,3.15,0.34,11.9,6.92
7.8,0.29,0.36,7,0.042,10.8005236450669,38,161,0.9941,3.26,0.37,11.2,7.99
9.2,0.35,0.39,0.9,0.042,8.24272078488256,15,61,0.9924,2.96,0.28,10.4,3.89
6.5,0.37,0.33,3.9,0.027,9.30686267600304,40,130,0.9906,3.28,0.39,12.7,7.08
5.7,0.21,0.24,2.3,0.047,10.7659068686472,60,189,0.995,3.65,0.72,10.1,6.01
6.7,0.18,0.3,6.4,0.048,11.8792788537542,40,251,0.9956,3.29,0.52,10,5.06
7.8,0.13,0.3,1.8,0.04,8.86955033826567,43,179,0.9955,3.43,0.41,9,4.88
7.3,0.22,0.41,15.4,0.05,10.826404223098,55,191,1,3.32,0.59,8.9,5.88
6.3,0.29,0.4,6.5,0.039,10.0417212715846,43,167,0.9953,3.15,0.44,9.3,5.92
6.8,0.35,0.32,2.4,0.048,10.0409725949836,35,103,0.9911,3.28,0.46,12,8.02
6.5,0.19,0.32,1.4,0.04,9.1429687804734,31,132,0.9922,3.36,0.54,10.8,6.92
6,0.13,0.28,5.7,0.038,9.11908241981247,56,189.5,0.9948,3.59,0.43,10.6,6.87
6.4,0.25,0.33,1.4,0.04,9.37392317838525,42,115,0.9906,3.19,0.48,11.3,6.86
6.9,0.32,0.16,1.4,0.051,10.7162817467294,15,96,0.994,3.22,0.38,9.5,3.91
7.6,0.19,0.41,1.1,0.04,8.92684238127122,38,143,0.9907,2.92,0.42,11.4,5.17
6.7,0.13,0.28,1.2,0.046,10.4003247952523,35,140,0.9927,3.33,0.33,10.1,6.93
7,0.14,0.41,0.9,0.037,11.5751489202916,22,95,0.9914,3.25,0.43,10.9,5.89
7.6,0.27,0.24,3.8,0.058,9.97685146126232,19,115,0.9958,3.15,0.45,8.9,4.86
7.3,0.22,0.41,15.4,0.05,10.5671825672703,55,191,1,3.32,0.59,8.9,5.98
7.4,0.64,0.47,14.15,0.168,9.13431530241182,42,185,0.9984,2.9,0.49,9.3,4.96
7.6,0.28,0.39,1.9,0.052,10.044676078658,23,116,0.9941,3.25,0.4,10.4,6.03
8.3,0.26,0.41,9.2,0.042,11.3427023245894,41,162,0.9944,3.1,0.38,12,6.97
10.7,0.22,0.56,8.2,0.044,9.2037152853885,37,181,0.998,2.87,0.68,9.5,6.09
6.9,0.23,0.34,2.7,0.032,9.80698959568837,24,121,0.9902,3.14,0.38,12.4,7.11
6.2,0.3,0.32,1.7,0.032,10.0400877612404,30,130,0.9911,3.28,0.41,11.2,7.02
6.9,0.27,0.41,1.7,0.047,9.49808378606788,6,134,0.9929,3.15,0.69,11.4,6.11
6.9,0.28,0.41,1.7,0.05,9.78698981105298,10,136,0.993,3.16,0.71,11.4,5.99
6.9,0.28,0.3,1.6,0.047,7.5008382899929,46,132,0.9918,3.35,0.38,11.1,7.09
6.9,0.46,0.2,0.9,0.054,12.253773276793,5,126,0.992,3.1,0.42,10.4,5.98
6.9,0.38,0.32,8.5,0.044,10.7417846043109,36,152,0.9932,3.38,0.35,12,6.93
5.7,0.43,0.3,5.7,0.039,12.1873035796238,24,98,0.992,3.54,0.61,12.3,6.88
7.1,0.36,0.56,1.3,0.046,10.1279420840189,25,102,0.9923,3.24,0.33,10.5,5.93
6.8,0.23,0.4,1.6,0.047,9.11621985762706,5,133,0.993,3.23,0.7,11.4,6.06
6.2,0.33,0.29,1.3,0.042,9.77237328729125,26,138,0.9956,3.77,0.64,9.5,4.99
6.6,0.42,0.33,2.8,0.034,11.2656972136677,15,85,0.99,3.28,0.51,13.4,5.91
7.3,0.18,0.29,1.2,0.044,10.7382931178349,12,143,0.9918,3.2,0.48,11.3,7.15
8.1,0.19,0.4,0.9,0.037,8.33027022038494,73,180,0.9926,3.06,0.34,10,5.98
5.9,0.19,0.26,7.4,0.034,10.9345239001249,33,123,0.995,3.49,0.42,10.1,5.88
6.2,0.16,0.47,1.4,0.029,10.2903132114171,23,81,0.99,3.26,0.42,12.2,5.96
6.6,0.42,0.33,2.8,0.034,10.1936245418072,15,85,0.99,3.28,0.51,13.4,6.01
5.7,0.135,0.3,4.6,0.042,11.0735156863737,19,101,0.9946,3.31,0.42,9.3,6.08
5.6,0.49,0.13,4.5,0.039,9.64343665119286,17,116,0.9907,3.42,0.9,13.7,6.99
6.9,0.19,0.33,1.6,0.039,10.3953163937197,27,98,0.9898,3.09,0.46,12.3,7.01
7.3,0.18,0.29,1.2,0.044,8.04270256762077,12,143,0.9918,3.2,0.48,11.3,6.9
7.3,0.25,0.36,13.1,0.05,9.76092405228284,35,200,0.9986,3.04,0.46,8.9,7.08
7.3,0.25,0.36,13.1,0.05,10.2145867286851,35,200,0.9986,3.04,0.46,8.9,7.01
7,0.2,0.34,5.7,0.035,11.217628698635,32,83,0.9928,3.19,0.46,11.5,6.07
7.3,0.25,0.36,13.1,0.05,11.5076380899536,35,200,0.9986,3.04,0.46,8.9,7.15
6.3,0.67,0.48,12.6,0.052,9.33877121266593,57,222,0.9979,3.17,0.52,9.3,6.02
7.4,0.4,0.29,5.4,0.044,9.98419948348602,31,122,0.994,3.3,0.5,11.1,7.97
6.3,0.39,0.24,6.9,0.069,10.5838695931972,9,117,0.9942,3.15,0.35,10.2,3.91
8.2,0.22,0.36,6.8,0.034,8.10551474535718,12,90,0.9944,3.01,0.38,10.5,8.04
7.1,0.19,0.28,3.6,0.033,11.1128068064702,16,78,0.993,2.91,0.78,11.4,5.85
7.3,0.25,0.36,13.1,0.05,9.5368572878697,35,200,0.9986,3.04,0.46,8.9,6.83
7.9,0.2,0.34,1.2,0.04,9.18278970066009,29,118,0.9932,3.14,0.41,10.6,5.93
7.1,0.26,0.32,5.9,0.037,11.1474069248272,39,97,0.9934,3.31,0.4,11.6,6.11
7,0.2,0.34,5.7,0.035,10.5216928502925,32,83,0.9928,3.19,0.46,11.5,6.01
6.9,0.3,0.33,4.1,0.035,9.65272926395219,26,155,0.9925,3.25,0.79,12.3,7.95
8.1,0.29,0.49,7.1,0.042,11.640188419857,22,124,0.9944,3.14,0.41,10.8,6.07
5.8,0.17,0.3,1.4,0.037,11.1631380719987,55,130,0.9909,3.29,0.38,11.3,5.96
5.9,0.415,0.02,0.8,0.038,10.3851328339623,22,63,0.9932,3.36,0.36,9.3,4.99
6.6,0.23,0.26,1.3,0.045,10.5158697623225,16,128,0.9934,3.36,0.6,10,6.01
6.9,0.35,0.74,1,0.044,9.26345903210177,18,132,0.992,3.13,0.55,10.2,5.13
7.6,0.14,0.74,1.6,0.04,10.4801232446488,27,103,0.9916,3.07,0.4,10.8,7.13
9.2,0.28,0.49,11.8,0.042,9.64320628829072,29,137,0.998,3.1,0.34,10.1,4.1
6.2,0.18,0.49,4.5,0.047,10.4295975746244,17,90,0.9919,3.27,0.37,11.6,6.03
5.3,0.165,0.24,1.1,0.051,10.5004677844093,25,105,0.9925,3.32,0.47,9.1,5.19
9.8,0.25,0.74,10,0.056,8.74065282365361,36,225,0.9977,3.06,0.43,10,4.2
8.1,0.29,0.49,7.1,0.042,10.7655208705684,22,124,0.9944,3.14,0.41,10.8,6.13
6.8,0.22,0.49,0.9,0.052,11.5152079735694,26,128,0.991,3.25,0.35,11.4,5.98
7.2,0.22,0.49,1,0.045,10.8393405021078,34,140,0.99,3.05,0.34,12.7,5.9
7.4,0.25,0.49,1.1,0.042,11.3118250090773,35,156,0.9917,3.13,0.55,11.3,5.02
8.2,0.18,0.49,1.1,0.033,11.8205318943371,28,81,0.9923,3,0.68,10.4,6.94
6.1,0.22,0.49,1.5,0.051,10.3637050482966,18,87,0.9928,3.3,0.46,9.6,5.03
7,0.39,0.24,1,0.048,11.1078585128757,8,119,0.9923,3,0.31,10.1,3.94
6.1,0.22,0.49,1.5,0.051,9.51404160235203,18,87,0.9928,3.3,0.46,9.6,5.09
6.5,0.36,0.49,2.9,0.03,10.5814799659192,16,94,0.9902,3.1,0.49,12.1,7.22
7.4,0.25,0.49,1.1,0.042,10.3751976066119,35,156,0.9917,3.13,0.55,11.3,5.07
8.2,0.18,0.49,1.1,0.033,8.44656583189453,28,81,0.9923,3,0.68,10.4,6.99
6.3,0.23,0.49,7.1,0.05,9.59087330493544,67,210,0.9951,3.23,0.34,9.5,5.14
6.1,0.25,0.49,7.6,0.052,9.9431335928953,67,226,0.9956,3.16,0.47,8.9,5.16
7.2,0.26,0.74,13.6,0.05,12.165868848582,56,162,0.998,3.03,0.44,8.8,5.02
7.2,0.31,0.24,1.4,0.057,10.1788138142103,17,117,0.9928,3.16,0.35,10.5,4.67
8,0.25,0.49,1.2,0.061,10.6050858470775,27,117,0.9938,3.08,0.34,9.4,4.97
7,0.18,0.49,5.3,0.04,10.9430584671196,34,125,0.9914,3.24,0.4,12.2,6.05
7.8,0.43,0.49,13,0.033,8.60539183477397,37,158,0.9955,3.14,0.35,11.3,5.87
8.3,0.2,0.74,4.45,0.044,10.6698076071517,33,130,0.9924,3.25,0.42,12.2,5.87
6.3,0.27,0.49,1.2,0.063,8.5935641181144,35,92,0.9911,3.38,0.42,12.2,6.09
7.4,0.16,0.49,1.2,0.055,8.248865080758,18,150,0.9917,3.23,0.47,11.2,5.72
7.4,0.16,0.49,1.2,0.055,10.7942461429356,18,150,0.9917,3.23,0.47,11.2,6.02
6.9,0.19,0.49,6.6,0.036,10.1949009187194,49,172,0.9932,3.2,0.27,11.5,5.97
7.8,0.43,0.49,13,0.033,9.2793068359289,37,158,0.9955,3.14,0.35,11.3,5.93
7.2,0.4,0.49,1.1,0.048,9.6875115076168,11,138,0.9929,3.01,0.42,9.3,5.01
7.8,0.43,0.49,13,0.033,8.88536548604251,37,158,0.9955,3.14,0.35,11.3,6.01
7.6,0.52,0.49,14,0.034,10.8817801786238,37,156,0.9958,3.14,0.38,11.8,7.02
8.3,0.21,0.49,19.8,0.054,11.9326299577066,50,231,1.0012,2.99,0.54,9.2,5.01
6.9,0.34,0.74,11.2,0.069,7.36215667778739,44,150,0.9968,3,0.81,9.2,4.95
6.3,0.27,0.49,1.2,0.063,8.67156361866731,35,92,0.9911,3.38,0.42,12.2,6.03
8.3,0.2,0.74,4.45,0.044,8.40332383565061,33,130,0.9924,3.25,0.42,12.2,6.14
7.1,0.22,0.74,2.7,0.044,9.65365632485008,42,144,0.991,3.31,0.41,12.2,6.07
7.9,0.11,0.49,4.5,0.048,9.56294758847229,27,133,0.9946,3.24,0.42,10.6,6.15
8.5,0.17,0.74,3.6,0.05,9.49423801672036,29,128,0.9928,3.28,0.4,12.4,5.97
6.4,0.145,0.49,5.4,0.048,9.76470112771429,54,164,0.9946,3.56,0.44,10.8,6.06
7.4,0.16,0.49,1.2,0.055,9.08644418321612,18,150,0.9917,3.23,0.47,11.2,6.05
8.3,0.19,0.49,1.2,0.051,10.607186387665,11,137,0.9918,3.06,0.46,11,5.93
8,0.44,0.49,9.1,0.031,11.5308506193721,46,151,0.9926,3.16,0.27,12.7,7.92
7,0.2,0.74,0.8,0.044,8.48582467957047,19,163,0.9931,3.46,0.53,10.2,5.19
7.1,0.25,0.49,3,0.03,10.2334429653267,30,96,0.9903,3.13,0.39,12.3,7.1
6.5,0.24,0.24,1.6,0.046,10.5687629661315,15,60,0.9928,3.19,0.39,9.8,4.97
7.2,0.4,0.49,1.1,0.048,9.29813924724327,11,138,0.9929,3.01,0.42,9.3,4.89
7.6,0.52,0.49,14,0.034,9.63196905732507,37,156,0.9958,3.14,0.38,11.8,6.85
7.8,0.43,0.49,13,0.033,11.1407801711037,37,158,0.9955,3.14,0.35,11.3,5.88
7.8,0.21,0.49,1.35,0.052,9.46572853233719,6,48,0.9911,3.15,0.28,11.4,4.8
7,0.2,0.49,5.9,0.038,9.71239176173073,39,128,0.9938,3.21,0.48,10.8,5.91
6.9,0.25,0.24,3.6,0.057,10.5693945810047,13,85,0.9942,2.99,0.48,9.5,4.1
7.1,0.85,0.49,8.7,0.028,8.97725348535167,40,184,0.9962,3.22,0.36,10.7,5.17
7.6,0.51,0.24,1.2,0.04,9.83979096520069,10,104,0.992,3.05,0.29,10.8,5.98
7.9,0.22,0.24,4.6,0.044,10.9316822552605,39,159,0.9927,2.99,0.28,11.5,5.91
7.2,0.08,0.49,1.3,0.05,9.04815641499759,18,148,0.9945,3.46,0.44,10.2,5.94
6.7,0.16,0.49,2.4,0.046,9.08998361216506,57,187,0.9952,3.62,0.81,10.4,6.01
6.9,0.25,0.24,3.6,0.057,8.63957739044283,13,85,0.9942,2.99,0.48,9.5,4.01
7.5,0.32,0.24,4.6,0.053,9.38038869736873,8,134,0.9958,3.14,0.5,9.1,3.08
7.4,0.28,0.49,1.5,0.034,8.75416490115747,20,126,0.9918,2.98,0.39,10.6,6.05
6.2,0.15,0.49,0.9,0.033,11.9993349892515,17,51,0.9932,3.3,0.7,9.4,6.08
6.7,0.25,0.74,19.4,0.054,10.2338795033364,44,169,1.0004,3.51,0.45,9.8,6.01
7.9,0.16,0.74,17.85,0.037,11.5024443413745,52,187,0.9998,2.99,0.41,9.3,5.04
5.6,0.185,0.49,1.1,0.03,9.34220397951338,28,117,0.9918,3.55,0.45,10.3,6.04
7.5,0.2,0.49,1.3,0.031,11.6514223614029,8,97,0.9918,3.06,0.62,11.1,4.96
8,0.3,0.49,9.4,0.046,8.86309983786286,47,188,0.9964,3.14,0.48,10,4.96
8,0.34,0.49,9,0.033,8.88718658481791,39,180,0.9936,3.13,0.38,12.3,8.11
7.7,0.35,0.49,8.65,0.033,8.28067642958028,42,186,0.9931,3.14,0.38,12.4,8.13
7.6,0.29,0.49,9.6,0.03,11.2873866716415,45,197,0.9938,3.13,0.38,12.3,7.01
6.7,0.62,0.24,1.1,0.039,8.65887322192147,6,62,0.9934,3.41,0.32,10.4,4.96
7.7,0.27,0.49,1.8,0.041,11.4723529006353,23,86,0.9914,3.16,0.42,12.5,5.88
6.7,0.51,0.24,2.1,0.043,8.97028116930785,14,155,0.9904,3.22,0.6,13,5.91
7.4,0.19,0.49,9.3,0.03,9.00619461009071,26,132,0.994,2.99,0.32,11,7.09
8.3,0.2,0.49,1.7,0.04,10.0764040064807,34,169,0.9938,3.05,0.37,10.1,4.91
6.6,0.3,0.24,1.2,0.034,9.10009466253509,17,121,0.9933,3.13,0.36,9.2,5.09
7,0.17,0.74,12.8,0.045,10.3161151934402,24,126,0.9942,3.26,0.38,12.2,8.05
8.1,0.2,0.49,8.1,0.051,11.8042202503258,51,205,0.9954,3.1,0.52,11,6.09
7.8,0.26,0.74,7.5,0.044,11.2996260730735,59,160,0.996,3.22,0.64,10,6.13
6.8,0.21,0.49,14.5,0.06,8.25578780215955,50,170,0.9991,3.55,0.44,9.8,5.99
7.9,0.2,0.49,1.6,0.053,11.0910423988343,15,144,0.993,3.16,0.47,10.5,5.06
8,0.18,0.49,1.8,0.061,9.67599013009951,10,145,0.9942,3.23,0.48,10,4.82
8.8,0.23,0.74,3.2,0.042,8.80678642792826,15,126,0.9934,3.02,0.51,11.2,5.97
7.3,0.22,0.49,9.4,0.034,10.4406345773962,29,134,0.9939,2.99,0.32,11,6.88
7.3,0.155,0.49,1.3,0.039,10.1089627286114,34,136,0.9926,3.14,0.77,10.5,5.98
8.2,0.22,0.49,9.6,0.037,10.8029201754805,53,154,0.9951,3.02,0.33,10.6,5.98
8.2,0.24,0.49,9.3,0.038,9.48848394681186,52,163,0.9952,3.02,0.33,10.6,6.1
8.4,0.23,0.49,7.8,0.035,12.1768280176573,22,95,0.9935,3.04,0.34,12,5.98
8.3,0.2,0.49,1.7,0.04,8.02994609551782,34,169,0.9938,3.05,0.37,10.1,5.19
8.3,0.2,0.49,1.7,0.038,10.9743142360121,38,167,0.9939,3.05,0.37,10.1,5.81
8,0.25,0.49,9,0.044,10.0788476240212,31,185,0.998,3.34,0.49,10,5.89
6.6,0.21,0.49,18.15,0.042,9.63084810048509,41,158,0.9997,3.28,0.39,8.7,5.92
7.2,0.27,0.74,12.5,0.037,9.15483273164629,47,156,0.9981,3.04,0.44,8.7,4.96
14.2,0.27,0.49,1.1,0.037,8.66334358040748,33,156,0.992,3.15,0.54,11.1,6.01
7.4,0.27,0.49,1.1,0.037,10.6371815371948,33,156,0.992,3.15,0.54,11.1,5.95
6.6,0.21,0.49,18.15,0.042,9.79377049992883,41,158,0.9997,3.28,0.39,8.7,6.19
7.2,0.27,0.74,12.5,0.037,11.841294514905,47,156,0.9981,3.04,0.44,8.7,5.01
8.1,0.3,0.49,8.1,0.037,11.5887340812053,26,174,0.9943,3.1,0.3,11.2,7.11
7.3,0.26,0.49,5,0.028,10.8702997650237,32,107,0.9936,3.24,0.54,10.8,6.11
8.5,0.15,0.49,1.5,0.031,9.48195179844667,17,122,0.9932,3.03,0.4,10.3,5.95
8.9,0.13,0.49,1,0.028,9.07831317013841,6,24,0.9926,2.91,0.32,9.9,4.98
8.1,0.28,0.49,1,0.04,10.7452290640963,32,148,0.9936,3.13,0.41,10,6.17
7.3,0.26,0.49,5,0.028,10.9712584569146,32,107,0.9936,3.24,0.54,10.8,6.1
7.1,0.18,0.74,15.6,0.044,10.1147899606273,44,176,0.9996,3.38,0.67,9,6.06
7.2,0.16,0.49,1.3,0.037,10.4940129797345,27,104,0.9924,3.23,0.57,10.6,5.97
7.3,0.14,0.49,1.1,0.038,9.91273389938454,28,99,0.9928,3.2,0.72,10.6,5.86
8.9,0.13,0.49,1,0.028,11.2738798116088,6,24,0.9926,2.91,0.32,9.9,4.79
7.9,0.12,0.49,5.2,0.049,10.2401273350017,33,152,0.9952,3.18,0.47,10.6,6
6.7,0.29,0.49,4.7,0.034,9.22338971634981,35,156,0.9945,3.13,0.45,9.9,6.03
6.7,0.3,0.49,4.8,0.034,10.5683830799262,36,158,0.9945,3.12,0.45,9.9,5.95
7.1,0.36,0.24,1.8,0.025,10.3309656808716,32,102,0.9903,3.34,0.59,12.8,6.06
8.5,0.15,0.49,1.5,0.031,9.83227977365808,17,122,0.9932,3.03,0.4,10.3,6.05
7.9,0.18,0.49,5.2,0.051,9.15106710681204,36,157,0.9953,3.18,0.48,10.6,5.97
7.3,0.21,0.49,1.8,0.038,10.2837330593831,44,152,0.9912,3.32,0.44,12.6,7.13
6.9,0.3,0.49,7.6,0.057,10.475452062644,25,156,0.9962,3.43,0.63,11,7.03
7.9,0.42,0.49,8.2,0.056,9.56622900640851,32,164,0.9965,3.29,0.6,11.2,7.08
6.9,0.24,0.49,1.3,0.032,11.4606312282366,35,148,0.9932,3.45,0.57,10.7,7.05
7.6,0.23,0.49,10,0.036,8.50412545277073,45,182,0.9967,3.08,0.58,9.6,6.17
7.9,0.18,0.49,5.2,0.051,10.2896633057107,36,157,0.9953,3.18,0.48,10.6,6.01
8.8,0.35,0.49,1,0.036,10.0172273805885,14,56,0.992,2.96,0.33,10.5,3.95
7.8,0.3,0.74,1.8,0.033,9.00617300423736,33,156,0.991,3.29,0.52,12.8,6.02
9.1,0.28,0.49,2,0.059,11.3426238780662,10,112,0.9958,3.15,0.46,10.1,4.97
7.1,0.34,0.49,1.5,0.027,10.7934632283737,26,126,0.99,3.3,0.33,12.2,6.98
7.8,0.3,0.74,1.8,0.033,12.1078867571262,33,156,0.991,3.29,0.52,12.8,6.07
9.1,0.28,0.49,2,0.059,9.87610297764185,10,112,0.9958,3.15,0.46,10.1,4.92
8.5,0.19,0.49,3.5,0.044,9.23379158197568,29,117,0.9938,3.14,0.51,10.1,5.81
7.6,0.18,0.49,18.05,0.046,10.3480916372085,36,158,0.9996,3.06,0.41,9.2,5.2
7.4,0.3,0.49,8.2,0.055,7.18693959826772,49,188,0.9974,3.52,0.58,9.7,6.11
6.7,0.3,0.74,5,0.038,11.3528678962191,35,157,0.9945,3.21,0.46,9.9,4.97
6.6,0.3,0.74,4.6,0.041,8.965656832249,36,159,0.9946,3.21,0.45,9.9,5.01
7.4,0.3,0.49,8.2,0.055,7.86452334891476,49,188,0.9974,3.52,0.58,9.7,5.78
8.5,0.17,0.49,8.8,0.048,9.59305619755715,23,108,0.9947,2.88,0.34,10.5,3.91
6.8,0.17,0.74,2.4,0.053,10.8773327006546,61,182,0.9953,3.63,0.76,10.5,5.95
6.2,0.27,0.49,1.4,0.05,9.50789542350464,20,74,0.9931,3.32,0.44,9.8,6.13
7.1,0.64,0.49,1.8,0.05,9.94014203415841,17,128,0.9946,3.31,0.58,10.6,4.05
6.4,0.18,0.74,11.9,0.046,11.4885102232571,54,168,0.9978,3.58,0.68,10.1,4.97
7.6,0.31,0.49,13.4,0.062,9.21006802798112,50,191,0.9989,3.22,0.53,9,4.04
9.8,0.31,0.49,15.4,0.046,8.73956149259954,13,119,1.0004,3.18,0.45,9.5,4.87
8.4,0.24,0.49,7.4,0.039,10.8305017241971,46,108,0.9934,3.03,0.33,11.9,6.81
6.4,0.18,0.74,11.9,0.046,11.3631100567104,54,168,0.9978,3.58,0.68,10.1,4.9
6.4,0.25,0.74,7.8,0.045,8.97408923998001,52,209,0.9956,3.21,0.42,9.2,6.07
7.3,0.3,0.74,13.5,0.039,8.51315203902348,46,165,0.9982,3.02,0.4,8.7,5.12
9.3,0.31,0.49,1.3,0.042,9.42448332453663,34,147,0.9948,3.11,0.46,9.8,4.83
6.4,0.25,0.74,7.8,0.045,10.3173735495116,52,209,0.9956,3.21,0.42,9.2,6.06
7.3,0.3,0.74,13.5,0.039,10.3851523221346,46,165,0.9982,3.02,0.4,8.7,5.03
7,0.27,0.74,1.5,0.036,9.29881898057863,27,122,0.9926,3.35,0.48,11.2,6
6.4,0.12,0.49,6.4,0.042,11.5841786344135,49,161,0.9945,3.34,0.44,10.4,5.91
6.8,0.21,0.74,1.2,0.047,10.171005810516,25,111,0.9916,3.13,0.41,10.7,6.02
8.6,0.16,0.49,7.3,0.043,10.0512908587853,9,63,0.9953,3.13,0.59,10.5,6.12
7,0.29,0.49,3.8,0.047,8.47012832114605,37,136,0.9938,2.95,0.4,9.4,5.85
6.4,0.27,0.49,7.3,0.046,9.79851701059239,53,206,0.9956,3.24,0.43,9.2,5.89
